Affiliation1,Affiliation2,Ratio,Token_Sort_Ratio
College of Business and Economics,Shanghai BizEngine Consulting Co,37,40
College of Business and Economics,Southwestern University of Finance,36,33
College of Business and Economics,Ningbo City College,27,50
College of Business and Economics,Ivey School,27,27
College of Business and Economics,Center for Research on Information Technology and Organizations (CRITO),37,35
College of Business and Economics,Mittuniversitetet,20,24
College of Business and Economics,MYcroarray,14,14
College of Business and Economics,Wilson Learning Corporation,37,37
College of Business and Economics,Jaypee Business School,55,55
College of Business and Economics,Nanjing Institute of Technology,34,38
College of Business and Economics,Prince of Wales Hospital Hong Kong,42,36
College of Business and Economics,JFR of CNUandICT,41,37
College of Business and Economics,Harvard School of Public Health,34,34
College of Business and Economics,Naval Academy,26,22
College of Business and Economics,Hanyang Cyber University,28,28
College of Business and Economics,IBM Deutschland,25,29
College of Business and Economics,Universitat Trier,28,24
College of Business and Economics,Meiho University,33,24
College of Business and Economics,Redflex Traffic System,33,29
College of Business and Economics,Cullen Group,31,31
College of Business and Economics,Information Management at Erasmus University,31,34
College of Business and Economics,Sunway University,28,28
College of Business and Economics,University of Centra,30,26
College of Business and Economics,Shri Shankaracarya Institute of Technology and Management,31,38
College of Business and Economics,Seeing Stone Ltd,33,37
College of Business and Economics,Deutsches Forschungszentrum für K̈nstliche Intelligenz (DFKI),32,33
College of Business and Economics,SAP Research,22,22
College of Business and Economics,Lubar School of Business,53,49
College of Business and Economics,Liechtenstein University Fürst-Franz-Josef-Strasse,31,34
College of Business and Economics,Yerevan Physics Institute,31,34
College of Business and Economics,University ‘Guglielmo Marconi’ of Rome,34,35
College of Business and Economics,London School of Economiscs,53,40
College of Business and Economics,BlueBridge Technologies,43,43
College of Business and Economics,Ernst and Young,42,38
College of Business and Economics,Business and Technology,61,64
College of Business and Economics,Initi8,15,15
College of Business and Economics,Guangzhou Red Cross Hospital,33,26
College of Business and Economics,PSNA College of Engineering and Technology,61,48
College of Business and Economics,CFI Group,24,19
College of Business and Economics,"DENSO International America, Inc.",39,34
College of Business and Economics,Centro de Investigación y Docencia Económicas (CIDE),47,42
College of Business and Economics,Logistical Engineering University China,36,33
College of Business and Economics,Beijing Canbao Institute of Architectural Design,35,40
College of Business and Economics,Citibank N.A.,26,27
College of Business and Economics,Amiens School of Management,37,40
College of Business and Economics,Universite de Bretagne Occidentale,33,36
College of Business and Economics,Fraud Risk Management Analytics,38,34
College of Business and Economics,University Heights,31,24
College of Business and Economics,4230 DJ Meerkerk,16,20
College of Business and Economics,DaeWoo Electronics Corp.,39,39
College of Business and Economics,China Construction Bank,32,39
College of Business and Economics,Anhui Provincial Hospital,28,38
College of Business and Economics,"Mayooth University, Co. Kildare",34,29
College of Business and Economics,State Oceanic Administration China,36,39
College of Business and Economics,The Congenital Heart Institute of Florida (CHIF),35,33
College of Business and Economics,"Università degli Studi di Padova, Facoltà di Medicina e Chirurgia",29,34
College of Business and Economics,"Centre universitaire de santé McGill, Hôpital de Montreal Pour Enfants",33,30
College of Business and Economics,Children's HeartLink,30,26
College of Business and Economics,University of Bambergxs,32,36
College of Business and Economics,Southern Taiwan University of Science and Technology,47,42
College of Business and Economics,Shenyang Aerospace University,32,32
College of Business and Economics,Pra Ming Project,24,24
College of Business and Economics,South Australian Research and Development Institute,43,40
College of Business and Economics,Bureau of Traffic Services,37,41
College of Business and Economics,Kunming Institute of Botany Chinese Academy of Sciences,43,39
College of Business and Economics,University of Southern,29,29
College of Business and Economics,Minnesota State University Mankato,33,39
College of Business and Economics,Mercer University,32,28
College of Business and Economics,MPR Teltech Ltd,17,25
College of Business and Economics,Pro Dynamics Consultants Pte Ltd,28,37
College of Business and Economics,Guangdong University of Science & Technology,44,45
College of Business and Economics,Shiv Nadar University,33,33
College of Business and Economics,NORWEGIAN AIR SHUTTLE ASA,34,31
College of Business and Economics,Service and Operations,44,40
College of Business and Economics,Sentrana Inc.,30,27
College of Business and Economics,Software Engineering Institute,32,38
College of Business and Economics,University of Derby,27,31
College of Business and Economics,Rich Products Corporation,34,28
College of Business and Economics,Penn State's Great Valley School of Graduate Professional Studies,31,33
College of Business and Economics,Information and Decision Sciences,45,42
College of Business and Economics,Center for Research in Electronic Commerce,48,43
College of Business and Economics,Vermont Blueprint for Health,33,36
College of Business and Economics,Onpoint Health Data,27,35
College of Business and Economics,"Graz University of Technology, Institute of Software Technology",33,38
College of Business and Economics,Lapin Yliopisto,29,38
College of Business and Economics,INSEAD,26,21
College of Business and Economics,Deutsche Leasing AG,31,35
College of Business and Economics,Center for Creative Leadership,41,32
College of Business and Economics,SEGi University,33,29
College of Business and Economics,"ULVAC, Inc.",23,24
College of Business and Economics,Debian Developer,33,33
College of Business and Economics,Beiersdorf AG,26,35
College of Business and Economics,Hubei University of Technology,38,35
College of Business and Economics,Ulsan National Institute of Science and Technology,48,43
College of Business and Economics,Accenture,19,19
College of Business and Economics,OTE S.A.,24,30
College of Business and Economics,Royal Holloway Management School,37,34
College of Business and Economics,HAY Group Inc.,26,22
