Affiliation1,Affiliation2,Ratio,Token_Sort_Ratio
Architecture and Shared Technology,Tsinghua National Laboratory for Information Science and Technology,44,46
Architecture and Shared Technology,International University,34,31
Architecture and Shared Technology,Ewing Marion Kauffman Foundation,30,27
Architecture and Shared Technology,Engineering Management and Systems Engineering,38,35
Architecture and Shared Technology,Business and Information Tech. Dept.,37,41
Architecture and Shared Technology,Epslilon Inc.,17,17
Architecture and Shared Technology,I5-SKS German National Research Center for Computer Science,34,32
Architecture and Shared Technology,Unternehmensberatung GmbH,34,34
Architecture and Shared Technology,J. Mack Robinson College of Business,29,29
Architecture and Shared Technology,Scott AFB,23,23
Architecture and Shared Technology,Qufu Normal University,25,29
Architecture and Shared Technology,Pennsylvania Stt. Univ. Harrisburg,32,33
Architecture and Shared Technology,Debis Systemhaus MEB,26,30
Architecture and Shared Technology,Yahoo Research Barcelona,38,45
Architecture and Shared Technology,Chongqing Youth Vocational and Technical College,46,46
Architecture and Shared Technology,Arkansas Tech Universit,42,35
Architecture and Shared Technology,Al-Zaytoonah University of Jordan,30,33
Architecture and Shared Technology,Yunnan Branch of China Development Bank,33,38
Architecture and Shared Technology,Dushu Lake,23,27
Architecture and Shared Technology,IBM,5,5
Architecture and Shared Technology,Rollins School of Public Health,31,34
Architecture and Shared Technology,National Computer Systems,31,34
Architecture and Shared Technology,Chu Hai College,45,33
Architecture and Shared Technology,Institute for Information Systems,36,36
Architecture and Shared Technology,Historic New Orleans Collection,43,34
Architecture and Shared Technology,University of Guglielmo Marconi,31,31
Architecture and Shared Technology,Ecologia Applicata Italia s.r.l.,30,37
Architecture and Shared Technology,Electronic Data Systems,35,39
Architecture and Shared Technology,Alstom,20,20
Architecture and Shared Technology,Bellevue University,30,26
Architecture and Shared Technology,Solution Architect Bei Sorman I.,42,46
Architecture and Shared Technology,University of Missouriand-St. Louis,35,29
Architecture and Shared Technology,Xingyi People's Hospital,28,38
Architecture and Shared Technology,Medien Management Institut an der Hochschule Fresenius,36,39
Architecture and Shared Technology,Saint Vincent College,40,33
Architecture and Shared Technology,Sam Houston State University,35,32
Architecture and Shared Technology,Grounded Theory Institute,37,44
Architecture and Shared Technology,Madras School of Economics,37,37
Architecture and Shared Technology,Green Accounting for Indian States and Union Territories Project (GAISP,36,37
Architecture and Shared Technology,Snitker and Co.,45,38
Architecture and Shared Technology,PWH Data Centre,29,37
Architecture and Shared Technology,Endoscopy Centre,28,44
Architecture and Shared Technology,Office of Educational Services,31,31
Architecture and Shared Technology,Computer Services Unit,36,36
Architecture and Shared Technology,Medical Media Services,32,29
Architecture and Shared Technology,Hospital Authority - Information Systems,32,33
Architecture and Shared Technology,National Ecological Observatory Network,33,36
Architecture and Shared Technology,Hilti AG,29,24
Architecture and Shared Technology,University of Caigary,29,33
Architecture and Shared Technology,INC,16,11
Architecture and Shared Technology,National Center for the Improvement of Educational Assessment,32,36
Architecture and Shared Technology,Research Institute for Design,44,44
Architecture and Shared Technology,Saint Petersburg State University,42,36
Architecture and Shared Technology,Jiangsu Provincial People’s Hospital Zhong shan Rehabilitation Branch,35,35
Architecture and Shared Technology,Wuxi Hand Surgery Hospital,43,40
