Affiliation1,Affiliation2,Ratio,Token_Sort_Ratio
Gyeongsang National University,"JDA Software Group, Inc.",26,35
Gyeongsang National University,Brigham Younjj University,58,47
Gyeongsang National University,Coriolis Labs,28,28
Gyeongsang National University,Shanghai Institute of Ceramics Chinese Academy of Sciences,34,32
Gyeongsang National University,CSIC-XUGA - Instituto de Estudios Gallegos Padre Sarmiento (IEGPS),31,33
Gyeongsang National University,Susquehanna University,62,62
Gyeongsang National University,Praxair Inc,24,29
Gyeongsang National University,Center for Machine Intelligence,33,33
Gyeongsang National University,Santiago Canyon College,38,38
Gyeongsang National University,Marriott School of Management,27,31
Gyeongsang National University,Tianjin Women's and Children's Health Center,38,35
Gyeongsang National University,Ternopil National Economic University,66,69
Gyeongsang National University,AMAP,12,12
Gyeongsang National University,Centre Interuniversitaire de Recherche en Analyse des Organisations,31,35
Gyeongsang National University,Indian Space Research Organization,31,44
Gyeongsang National University,Fraunhofer Center for International Management and Knowledge Economy IMW,31,35
Gyeongsang National University,Bavarian Motor Works AG,30,34
Gyeongsang National University,Institut Jean-Pierre Bourgin,34,41
Gyeongsang National University,Escuela de Negocios,33,33
Gyeongsang National University,Indraprastha Institute of Information Technology Delhi,36,40
Gyeongsang National University,School of Life Sciences,30,34
Gyeongsang National University,People's Hospital,34,34
Gyeongsang National University,NTE Ltd,22,22
Gyeongsang National University,Arizona Health Sciences Center,40,40
Gyeongsang National University,ACM Education Board,37,33
Gyeongsang National University,3M,0,0
Gyeongsang National University,"University of Colorado at Boulder, Leeds School of Business",29,41
Gyeongsang National University,Loma Linda University,67,63
Gyeongsang National University,Korea Institute for Defense Analyses,36,33
Gyeongsang National University,Griffith Business School,26,26
Gyeongsang National University,USTC-CityU Advanced Research Center,28,34
Gyeongsang National University,Min-Sheng General Hospital,43,39
Gyeongsang National University,Dana-Farber Cancer Institute,38,41
Gyeongsang National University,Bothell Business Administration Program,35,38
Gyeongsang National University,U.S. Army War College at Carlisle Barracks,33,28
Gyeongsang National University,Fudan Universit,53,53
Gyeongsang National University,Beijing Institute of Remote Sensing,37,37
Gyeongsang National University,Horrocks Engineers,38,33
Gyeongsang National University,BMC,0,0
Gyeongsang National University,Pink Elephant Inc,26,34
Gyeongsang National University,Texas Tech Health Sciences University,54,51
Gyeongsang National University,National University of Singapore (Suzhou) Research Institute,42,50
Gyeongsang National University,University of Liechtenstein,35,60
Gyeongsang National University,Nokia USA,31,31
Gyeongsang National University,Institute for Information Management Bremen,36,38
Gyeongsang National University,Unit 94782 of PLA,17,34
Gyeongsang National University,Maldives College of Higher Education,30,42
Gyeongsang National University,The University of North Carolina at Asheville,32,51
Gyeongsang National University,SOAS University of London,51,62
Gyeongsang National University,Henry Ford Health Systems,33,33
Gyeongsang National University,University of Virginia Health System,30,45
Gyeongsang National University,Discover Financial Services,39,39
Gyeongsang National University,BN41 1DN,16,16
Gyeongsang National University,College of Information and Science and Technology Agricultural University of Hebei,43,43
Gyeongsang National University,Reed College,24,19
Gyeongsang National University,Sequenom Inc.,23,24
Gyeongsang National University,Iowa City Community School District,37,31
Gyeongsang National University,Cocomore AG,15,24
Gyeongsang National University,Market Probe Inc.,21,26
