Affiliation1,Affiliation2,Ratio,Token_Sort_Ratio
"Agency for Science, Technology and Research, Singapore",Centers of Disease Control and Prevention,48,43
"Agency for Science, Technology and Research, Singapore",University of Washington School of Medicine,41,42
"Agency for Science, Technology and Research, Singapore",Wonkwang University,27,28
"Agency for Science, Technology and Research, Singapore",IBM Zurich Research Laboratory,43,41
"Agency for Science, Technology and Research, Singapore",Westsächsische Hochschule Zwickau (FH),33,32
"Agency for Science, Technology and Research, Singapore",Scran Trust,22,22
"Agency for Science, Technology and Research, Singapore",Flighthouse,22,19
"Agency for Science, Technology and Research, Singapore",Dipartimento della Protezione Civile,36,34
"Agency for Science, Technology and Research, Singapore",Salzburg Research Forschungsgesellschaft mbH,39,40
"Agency for Science, Technology and Research, Singapore","University of Applied Sciences Upper Austria, School of Medical Engineering and Applied Social Sciences",42,39
"Agency for Science, Technology and Research, Singapore",Pappelallee 3,21,18
"Agency for Science, Technology and Research, Singapore",College of Business,30,28
"Agency for Science, Technology and Research, Singapore","Mitsubishi Electric (China) Co., Ltd.",31,33
"Agency for Science, Technology and Research, Singapore",Power Branch Company Petrochemical Company of China,38,39
"Agency for Science, Technology and Research, Singapore",University of Waterlo,29,33
"Agency for Science, Technology and Research, Singapore",Soziologisches Forschungsinstitut Göttingen (SOFI),35,38
"Agency for Science, Technology and Research, Singapore",Trident University International,35,33
"Agency for Science, Technology and Research, Singapore",United States Army,31,31
"Agency for Science, Technology and Research, Singapore",Universiti Sultan Zainal Abidin,33,36
"Agency for Science, Technology and Research, Singapore",Jambit GmbH,15,16
"Agency for Science, Technology and Research, Singapore",TTM-Group,13,16
"Agency for Science, Technology and Research, Singapore",Bergische Universitat Wuppertal,33,36
"Agency for Science, Technology and Research, Singapore",Airport Research Center,42,37
"Agency for Science, Technology and Research, Singapore",Institut für angewandte Systemtechnik Bremen,39,46
"Agency for Science, Technology and Research, Singapore",Vitracom AG,22,22
"Agency for Science, Technology and Research, Singapore",Siemens C-Lab,24,28
"Agency for Science, Technology and Research, Singapore",Universität Heidelberg,29,30
"Agency for Science, Technology and Research, Singapore",Woolworths,22,16
"Agency for Science, Technology and Research, Singapore",CARDIOMED Outpatient Cardiac Rehabilitation Centre,38,39
"Agency for Science, Technology and Research, Singapore","International Institute for Applied Systems Analysis, Laxenburg",34,44
"Agency for Science, Technology and Research, Singapore",King Saud University,30,31
"Agency for Science, Technology and Research, Singapore",Gemius SA,22,20
"Agency for Science, Technology and Research, Singapore",Politechnika Warszawska,36,24
"Agency for Science, Technology and Research, Singapore",Jacobs University Bremen,33,34
"Agency for Science, Technology and Research, Singapore",Austrian Research Institute for Artificial Intelligence,37,45
"Agency for Science, Technology and Research, Singapore","Brion Technologies, Inc.",49,43
"Agency for Science, Technology and Research, Singapore","Sprint Applied Research & Advanced Technology Labs, California",48,61
"Agency for Science, Technology and Research, Singapore","Kiyon, Inc.",22,23
"Agency for Science, Technology and Research, Singapore",Shanghai Jianqiao University,29,38
"Agency for Science, Technology and Research, Singapore","Computer Sciences Corporation, Australia",47,37
"Agency for Science, Technology and Research, Singapore",Symantec Research Labs. Europe,43,44
"Agency for Science, Technology and Research, Singapore",State University,26,29
"Agency for Science, Technology and Research, Singapore",Dae In Animal Hospital,34,32
"Agency for Science, Technology and Research, Singapore",Univ. N. C.,18,20
"Agency for Science, Technology and Research, Singapore",Depaul,10,14
"Agency for Science, Technology and Research, Singapore",Università Telematica Internazionale UNINETTUNO,34,35
"Agency for Science, Technology and Research, Singapore",Fachhochschule Neu-Ulm,29,35
"Agency for Science, Technology and Research, Singapore",Texas Woman's University,28,26
"Agency for Science, Technology and Research, Singapore",Operations and Information Management,33,40
"Agency for Science, Technology and Research, Singapore",Clinica de Stress e Biofeedback,35,39
"Agency for Science, Technology and Research, Singapore",Denmarks Tekniske Universitet,36,37
"Agency for Science, Technology and Research, Singapore",Progressive,28,22
"Agency for Science, Technology and Research, Singapore",Cattolica University,27,31
"Agency for Science, Technology and Research, Singapore",Toyota InfoTechnology Center,46,45
"Agency for Science, Technology and Research, Singapore",Universite Paris 8 Vincennes-St Denis,31,38
"Agency for Science, Technology and Research, Singapore",Objective Corporation Limited,31,32
"Agency for Science, Technology and Research, Singapore",Dhurakij Pundit University,25,28
"Agency for Science, Technology and Research, Singapore",Parks Canada,27,25
"Agency for Science, Technology and Research, Singapore",Swinburne University of Technology Sarawak Campus,45,50
"Agency for Science, Technology and Research, Singapore",Korea Basic Science Institute,36,42
"Agency for Science, Technology and Research, Singapore",The Brookings Institution,28,29
"Agency for Science, Technology and Research, Singapore",Earley Information Science,40,44
"Agency for Science, Technology and Research, Singapore",Soldier Design LLC,28,29
"Agency for Science, Technology and Research, Singapore",Egyptian Cabinet's Information and Decision Support Centre,45,40
"Agency for Science, Technology and Research, Singapore",Portland VA Medical Center,32,33
"Agency for Science, Technology and Research, Singapore",PricewaterhouseCoopers Consulting,37,35
"Agency for Science, Technology and Research, Singapore",Doctor on Demand,29,32
"Agency for Science, Technology and Research, Singapore",Amazon Environmental Research Institute,45,37
"Agency for Science, Technology and Research, Singapore",Rijkswaterstaat,23,21
"Agency for Science, Technology and Research, Singapore",Colle quebecois des medecins de famille,37,35
"Agency for Science, Technology and Research, Singapore",BTexact Technologies,38,36
"Agency for Science, Technology and Research, Singapore",Frankfurt Institute for Advanced Studies,40,46
"Agency for Science, Technology and Research, Singapore",Jiangxi University of Finance and EcoNomics,41,40
"Agency for Science, Technology and Research, Singapore",Mohawk College,24,21
"Agency for Science, Technology and Research, Singapore",Applied Neuroscience Research Institute,52,44
"Agency for Science, Technology and Research, Singapore","University of Coimbra, Centre for Informatics and System",40,41
